query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bitscore	query_len	query_class	target_len	target_class	RBP-class-pair	qcov	tcov	cov	modular	is_cterm_sim
CONT_009_KL53_PROTEIN_3	LIT_119_Kn_PROTEIN_25	54.0	250	86	6	1	232	1	239	1.86e-62	222.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.3	0.28	0.28	Nterminal sharing	
CONT_009_KL53_PROTEIN_3	LIT_117_Kn_PROTEIN_25	62.312	199	58	4	1	188	1	193	3.5e-60	215.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_009_KL53_PROTEIN_3	LIT_120_KL28KL69_PROTEIN_24	81.395	129	24	0	1	129	1	129	1.8e-59	214.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.15	0.13	0.13	Nterminal sharing	
CONT_009_KL53_PROTEIN_3	LIT_115_Kn_PROTEIN_25	65.143	175	44	1	1	158	1	175	2.5200000000000002e-59	213.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.21	0.18	0.18	Nterminal sharing	
CONT_009_KL53_PROTEIN_3	LIT_103_KL28KL69_PROTEIN_24	53.478	230	85	4	1	222	1	216	2.7100000000000002e-58	209.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.27	0.26	0.26	Nterminal sharing	
CONT_009_KL53_PROTEIN_3	LIT_123_KL43KL50KL69_PROTEIN_28	50.857	175	69	1	1	158	1	175	1.1e-45	172.0	845	tailspike depolymerase	1314	L-shaped tail fiber-like	Different	0.21	0.13	0.13	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_130_KL17_PROTEIN_23	68.557	194	61	0	1	194	1	194	3.67e-77	260.0	845	tailspike depolymerase	729	tailspike depolymerase	Same	0.23	0.27	0.23	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	REC_006_KL13KL2_PROTEIN_63	68.627	204	53	2	1	195	1	202	1.09e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	REC_012_KL2_PROTEIN_32	68.627	204	53	2	1	195	1	202	1.2400000000000001e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_109_KL2_PROTEIN_23	68.627	204	53	2	1	195	1	202	1.26e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	REC_011_KL2_PROTEIN_22	68.137	204	54	2	1	195	1	202	1.58e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_114_KL54_PROTEIN_23	67.5	200	65	0	1	200	1	200	9.23e-75	254.0	845	tailspike depolymerase	729	tailspike depolymerase	Same	0.24	0.27	0.24	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_111_KL2_PROTEIN_23	67.157	204	56	2	1	195	1	202	1.87e-74	256.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_106_KL38_PROTEIN_24	60.504	238	83	2	1	227	1	238	2.39e-74	259.0	845	tailspike depolymerase	1171	tailspike depolymerase with fiber-like elements	Different	0.28	0.2	0.2	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_107_KL64_PROTEIN_24	68.041	194	62	0	1	194	1	194	6.12e-74	255.0	845	tailspike depolymerase	952	tailspike depolymerase	Same	0.23	0.2	0.2	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_110_KL6KL7_PROTEIN_23	69.072	194	60	0	1	194	1	194	6.3699999999999994e-74	254.0	845	tailspike depolymerase	870	tailspike depolymerase	Same	0.23	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	REC_014_KL2_PROTEIN_2	66.667	204	57	2	1	195	1	202	1.14e-73	254.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_118_KL14_PROTEIN_25	66.839	193	64	0	1	193	1	193	2.0600000000000002e-71	248.0	845	tailspike depolymerase	941	tailspike depolymerase	Same	0.23	0.21	0.21	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	REC_034_KL62_PROTEIN_30	60.092	218	79	2	1	218	1	210	2.6e-71	243.0	845	tailspike depolymerase	692	tailspike depolymerase	Same	0.26	0.32	0.26	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_113_KL46_PROTEIN_23	67.164	201	59	2	1	194	1	201	7.63e-71	246.0	845	tailspike depolymerase	927	tailspike depolymerase with fiber-like elements	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_018_KL28_PROTEIN_7	61.611	211	76	1	1	206	1	211	1.36e-70	243.0	845	tailspike depolymerase	742	tailspike depolymerase	Same	0.25	0.28	0.25	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	REC_027_KL5_PROTEIN_35	62.963	189	70	0	1	189	1	189	9.67e-66	231.0	845	tailspike depolymerase	857	tailspike depolymerase	Same	0.22	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_116_KL31KL37_PROTEIN_25	67.935	184	48	2	1	173	1	184	3.48e-65	229.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.21	0.21	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_108_KL11KL28KL33_PROTEIN_25	67.935	184	48	2	1	173	1	184	3.48e-65	229.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.21	0.21	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_119_Kn_PROTEIN_25	54.0	250	86	6	1	232	1	239	8.3e-63	223.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.3	0.28	0.28	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_117_Kn_PROTEIN_25	62.312	199	58	4	1	188	1	193	1.9499999999999998e-60	216.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_120_KL28KL69_PROTEIN_24	81.395	129	24	0	1	129	1	129	2.27e-59	213.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.15	0.13	0.13	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_115_Kn_PROTEIN_25	62.567	187	43	2	1	163	1	184	2.4500000000000003e-59	213.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.22	0.19	0.19	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_103_KL28KL69_PROTEIN_24	53.478	230	85	4	1	222	1	216	1.9000000000000002e-58	210.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.27	0.26	0.26	Nterminal sharing	
CONT_010_KL53_PROTEIN_22	LIT_123_KL43KL50KL69_PROTEIN_28	50.857	175	69	1	1	158	1	175	1.93e-45	172.0	845	tailspike depolymerase	1314	L-shaped tail fiber-like	Different	0.21	0.13	0.13	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_130_KL17_PROTEIN_23	68.557	194	61	0	1	194	1	194	5.4900000000000005e-77	260.0	845	tailspike depolymerase	729	tailspike depolymerase	Same	0.23	0.27	0.23	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	REC_011_KL2_PROTEIN_22	68.78	205	51	2	1	195	1	202	9.19e-76	260.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.23	0.23	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_109_KL2_PROTEIN_23	65.566	212	46	2	1	195	1	202	1.08e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	REC_006_KL13KL2_PROTEIN_63	65.566	212	46	2	1	195	1	202	1.2400000000000001e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	REC_012_KL2_PROTEIN_32	65.566	212	46	2	1	195	1	202	1.3500000000000001e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_114_KL54_PROTEIN_23	68.528	197	62	0	1	197	1	197	1.01e-74	254.0	845	tailspike depolymerase	729	tailspike depolymerase	Same	0.23	0.27	0.23	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_111_KL2_PROTEIN_23	65.094	212	47	2	1	195	1	202	1.9099999999999998e-74	256.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_106_KL38_PROTEIN_24	60.504	238	83	2	1	227	1	238	3.5999999999999995e-74	258.0	845	tailspike depolymerase	1171	tailspike depolymerase with fiber-like elements	Different	0.28	0.2	0.2	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_107_KL64_PROTEIN_24	68.041	194	62	0	1	194	1	194	6.8899999999999994e-74	255.0	845	tailspike depolymerase	952	tailspike depolymerase	Same	0.23	0.2	0.2	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_110_KL6KL7_PROTEIN_23	69.072	194	60	0	1	194	1	194	8.23e-74	254.0	845	tailspike depolymerase	870	tailspike depolymerase	Same	0.23	0.22	0.22	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	REC_014_KL2_PROTEIN_2	64.623	212	48	2	1	195	1	202	1.48e-73	254.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_118_KL14_PROTEIN_25	66.839	193	64	0	1	193	1	193	2.4e-71	248.0	845	tailspike depolymerase	941	tailspike depolymerase	Same	0.23	0.21	0.21	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	REC_034_KL62_PROTEIN_30	60.092	218	79	2	1	218	1	210	3.66e-71	243.0	845	tailspike depolymerase	692	tailspike depolymerase	Same	0.26	0.32	0.26	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_113_KL46_PROTEIN_23	67.164	201	59	2	1	194	1	201	9.09e-71	246.0	845	tailspike depolymerase	927	tailspike depolymerase with fiber-like elements	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_018_KL28_PROTEIN_7	61.611	211	76	1	1	206	1	211	1.53e-70	242.0	845	tailspike depolymerase	742	tailspike depolymerase	Same	0.25	0.28	0.25	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	REC_027_KL5_PROTEIN_35	62.963	189	70	0	1	189	1	189	1.64e-65	230.0	845	tailspike depolymerase	857	tailspike depolymerase	Same	0.22	0.22	0.22	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_116_KL31KL37_PROTEIN_25	66.486	185	49	2	1	173	1	184	3.3200000000000002e-65	229.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.21	0.21	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_108_KL11KL28KL33_PROTEIN_25	66.486	185	49	2	1	173	1	184	3.3200000000000002e-65	229.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.21	0.21	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_119_Kn_PROTEIN_25	54.0	250	86	6	1	232	1	239	1.86e-62	222.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.3	0.28	0.28	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_117_Kn_PROTEIN_25	62.312	199	58	4	1	188	1	193	3.5e-60	215.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_120_KL28KL69_PROTEIN_24	81.395	129	24	0	1	129	1	129	1.8e-59	214.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.15	0.13	0.13	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_115_Kn_PROTEIN_25	65.143	175	44	1	1	158	1	175	2.5200000000000002e-59	213.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.21	0.18	0.18	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_103_KL28KL69_PROTEIN_24	53.478	230	85	4	1	222	1	216	2.7100000000000002e-58	209.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.27	0.26	0.26	Nterminal sharing	
CONT_011_KL53_PROTEIN_67	LIT_123_KL43KL50KL69_PROTEIN_28	50.857	175	69	1	1	158	1	175	1.1e-45	172.0	845	tailspike depolymerase	1314	L-shaped tail fiber-like	Different	0.21	0.13	0.13	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_130_KL17_PROTEIN_23	68.557	194	61	0	1	194	1	194	5.4900000000000005e-77	260.0	845	tailspike depolymerase	729	tailspike depolymerase	Same	0.23	0.27	0.23	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	REC_011_KL2_PROTEIN_22	68.78	205	51	2	1	195	1	202	9.19e-76	260.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.23	0.23	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_109_KL2_PROTEIN_23	65.566	212	46	2	1	195	1	202	1.08e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	REC_006_KL13KL2_PROTEIN_63	65.566	212	46	2	1	195	1	202	1.2400000000000001e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	REC_012_KL2_PROTEIN_32	65.566	212	46	2	1	195	1	202	1.3500000000000001e-75	259.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_114_KL54_PROTEIN_23	68.528	197	62	0	1	197	1	197	1.01e-74	254.0	845	tailspike depolymerase	729	tailspike depolymerase	Same	0.23	0.27	0.23	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_111_KL2_PROTEIN_23	65.094	212	47	2	1	195	1	202	1.9099999999999998e-74	256.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_106_KL38_PROTEIN_24	60.504	238	83	2	1	227	1	238	3.5999999999999995e-74	258.0	845	tailspike depolymerase	1171	tailspike depolymerase with fiber-like elements	Different	0.28	0.2	0.2	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_107_KL64_PROTEIN_24	68.041	194	62	0	1	194	1	194	6.8899999999999994e-74	255.0	845	tailspike depolymerase	952	tailspike depolymerase	Same	0.23	0.2	0.2	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_110_KL6KL7_PROTEIN_23	69.072	194	60	0	1	194	1	194	8.23e-74	254.0	845	tailspike depolymerase	870	tailspike depolymerase	Same	0.23	0.22	0.22	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	REC_014_KL2_PROTEIN_2	64.623	212	48	2	1	195	1	202	1.48e-73	254.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.25	0.23	0.23	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_118_KL14_PROTEIN_25	66.839	193	64	0	1	193	1	193	2.4e-71	248.0	845	tailspike depolymerase	941	tailspike depolymerase	Same	0.23	0.21	0.21	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	REC_034_KL62_PROTEIN_30	60.092	218	79	2	1	218	1	210	3.66e-71	243.0	845	tailspike depolymerase	692	tailspike depolymerase	Same	0.26	0.32	0.26	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_113_KL46_PROTEIN_23	67.164	201	59	2	1	194	1	201	9.09e-71	246.0	845	tailspike depolymerase	927	tailspike depolymerase with fiber-like elements	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_018_KL28_PROTEIN_7	61.611	211	76	1	1	206	1	211	1.53e-70	242.0	845	tailspike depolymerase	742	tailspike depolymerase	Same	0.25	0.28	0.25	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	REC_027_KL5_PROTEIN_35	62.963	189	70	0	1	189	1	189	1.64e-65	230.0	845	tailspike depolymerase	857	tailspike depolymerase	Same	0.22	0.22	0.22	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_116_KL31KL37_PROTEIN_25	66.486	185	49	2	1	173	1	184	3.3200000000000002e-65	229.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.21	0.21	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_108_KL11KL28KL33_PROTEIN_25	66.486	185	49	2	1	173	1	184	3.3200000000000002e-65	229.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.21	0.21	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_119_Kn_PROTEIN_25	54.0	250	86	6	1	232	1	239	1.86e-62	222.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.3	0.28	0.28	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_117_Kn_PROTEIN_25	62.312	199	58	4	1	188	1	193	3.5e-60	215.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_120_KL28KL69_PROTEIN_24	81.395	129	24	0	1	129	1	129	1.8e-59	214.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.15	0.13	0.13	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_115_Kn_PROTEIN_25	65.143	175	44	1	1	158	1	175	2.5200000000000002e-59	213.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.21	0.18	0.18	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_103_KL28KL69_PROTEIN_24	53.478	230	85	4	1	222	1	216	2.7100000000000002e-58	209.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.27	0.26	0.26	Nterminal sharing	
CONT_012_KL53_PROTEIN_48	LIT_123_KL43KL50KL69_PROTEIN_28	50.857	175	69	1	1	158	1	175	1.1e-45	172.0	845	tailspike depolymerase	1314	L-shaped tail fiber-like	Different	0.21	0.13	0.13	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_130_KL17_PROTEIN_23	67.01	194	64	0	1	194	1	194	7.33e-75	254.0	845	tailspike depolymerase	729	tailspike depolymerase	Same	0.23	0.27	0.23	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	REC_011_KL2_PROTEIN_22	67.805	205	53	2	1	195	1	202	1.21e-74	257.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.23	0.23	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	REC_006_KL13KL2_PROTEIN_63	67.805	205	53	2	1	195	1	202	1.83e-74	256.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.23	0.23	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_109_KL2_PROTEIN_23	67.805	205	53	2	1	195	1	202	1.87e-74	256.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.23	0.23	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	REC_012_KL2_PROTEIN_32	67.805	205	53	2	1	195	1	202	2.02e-74	256.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.23	0.23	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_114_KL54_PROTEIN_23	67.0	200	66	0	1	200	1	200	1.5700000000000003e-73	250.0	845	tailspike depolymerase	729	tailspike depolymerase	Same	0.24	0.27	0.24	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_111_KL2_PROTEIN_23	66.341	205	56	2	1	195	1	202	2.7800000000000003e-73	253.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.23	0.23	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_106_KL38_PROTEIN_24	60.084	238	84	2	1	227	1	238	3.97e-73	255.0	845	tailspike depolymerase	1171	tailspike depolymerase with fiber-like elements	Different	0.28	0.2	0.2	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_107_KL64_PROTEIN_24	67.526	194	63	0	1	194	1	194	8.27e-73	252.0	845	tailspike depolymerase	952	tailspike depolymerase	Same	0.23	0.2	0.2	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_110_KL6KL7_PROTEIN_23	68.557	194	61	0	1	194	1	194	1.21e-72	251.0	845	tailspike depolymerase	870	tailspike depolymerase	Same	0.23	0.22	0.22	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	REC_014_KL2_PROTEIN_2	65.854	205	57	2	1	195	1	202	1.48e-72	251.0	845	tailspike depolymerase	907	tailspike depolymerase	Same	0.24	0.23	0.23	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_113_KL46_PROTEIN_23	66.667	201	60	2	1	194	1	201	2.6500000000000002e-70	245.0	845	tailspike depolymerase	927	tailspike depolymerase with fiber-like elements	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_118_KL14_PROTEIN_25	65.285	193	67	0	1	193	1	193	3.3900000000000005e-70	244.0	845	tailspike depolymerase	941	tailspike depolymerase	Same	0.23	0.21	0.21	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	REC_034_KL62_PROTEIN_30	59.633	218	80	2	1	218	1	210	5.57e-70	239.0	845	tailspike depolymerase	692	tailspike depolymerase	Same	0.26	0.32	0.26	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_018_KL28_PROTEIN_7	61.137	211	77	1	1	206	1	211	2.24e-69	239.0	845	tailspike depolymerase	742	tailspike depolymerase	Same	0.25	0.28	0.25	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_116_KL31KL37_PROTEIN_25	68.478	184	47	2	1	173	1	184	2.61e-65	230.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.21	0.21	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_108_KL11KL28KL33_PROTEIN_25	68.478	184	47	2	1	173	1	184	2.61e-65	230.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.22	0.21	0.21	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	REC_027_KL5_PROTEIN_35	62.963	189	70	0	1	189	1	189	3.92e-65	229.0	845	tailspike depolymerase	857	tailspike depolymerase	Same	0.22	0.22	0.22	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_119_Kn_PROTEIN_25	53.6	250	87	6	1	232	1	239	6.48e-62	220.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.3	0.28	0.28	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_117_Kn_PROTEIN_25	62.312	199	58	4	1	188	1	193	4.3099999999999997e-60	215.0	845	tailspike depolymerase	892	L-shaped tail fiber-like	Different	0.24	0.22	0.22	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_115_Kn_PROTEIN_25	62.567	187	43	2	1	163	1	184	5.92e-59	212.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.22	0.19	0.19	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_120_KL28KL69_PROTEIN_24	80.62	129	25	0	1	129	1	129	8.51e-59	212.0	845	tailspike depolymerase	973	L-shaped tail fiber-like	Different	0.15	0.13	0.13	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_103_KL28KL69_PROTEIN_24	53.478	230	85	4	1	222	1	216	5.84e-58	208.0	845	tailspike depolymerase	894	L-shaped tail fiber-like	Different	0.27	0.26	0.26	Nterminal sharing	
CONT_013_KL53_PROTEIN_1	LIT_123_KL43KL50KL69_PROTEIN_28	50.279	179	65	1	1	155	1	179	1.26e-45	172.0	845	tailspike depolymerase	1314	L-shaped tail fiber-like	Different	0.21	0.14	0.14	Nterminal sharing	
CONT_014_KL53_PROTEIN_38	REC_044_KN4_PROTEIN_47	79.87	154	31	0	1	154	1	154	3.05e-73	251.0	818	tailspike depolymerase	850	tailspike depolymerase	Same	0.19	0.18	0.18	Nterminal sharing	
CONT_014_KL53_PROTEIN_38	LIT_090_KL27_PROTEIN_48	72.289	166	45	1	1	165	1	166	4.72e-65	231.0	818	tailspike depolymerase	1242	tailspike depolymerase with fiber-like elements	Different	0.2	0.13	0.13	Nterminal sharing	
CONT_014_KL53_PROTEIN_38	REC_042_KN1_PROTEIN_43	69.481	154	47	0	1	154	1	154	8.63e-60	213.0	818	tailspike depolymerase	820	tailspike depolymerase with fiber-like elements	Different	0.19	0.19	0.19	Nterminal sharing	
CONT_014_KL53_PROTEIN_38	REC_041_KN1_PROTEIN_43	68.831	154	48	0	1	154	1	154	2.2000000000000003e-59	211.0	818	tailspike depolymerase	819	tailspike depolymerase with fiber-like elements	Different	0.19	0.19	0.19	Nterminal sharing	
CONT_014_KL53_PROTEIN_38	LIT_078_KL30KL35KL36_PROTEIN_48	68.142	113	34	2	1	111	1	113	9.98e-41	155.0	818	tailspike depolymerase	856	tailspike depolymerase with fiber-like elements	Different	0.14	0.13	0.13	Nterminal sharing	
CONT_014_KL53_PROTEIN_39	REC_026_KL5KL8_PROTEIN_41	84.375	32	5	0	1	32	1	32	2.28e-11	60.8	521	putative esterase containing tailspike	684	tailspike depolymerase	Different	0.06	0.05	0.05	Nterminal sharing	
CONT_014_KL53_PROTEIN_39	REC_019_KL21KL3_PROTEIN_44	72.973	37	10	0	1	37	1	37	6.99e-11	59.3	521	putative esterase containing tailspike	576	tailspike depolymerase	Different	0.07	0.06	0.06	Nterminal sharing	
CONT_014_KL53_PROTEIN_39	REC_022_KL30KL69_PROTEIN_43	83.333	30	5	0	3	32	4	33	2.97e-10	57.4	521	putative esterase containing tailspike	685	tailspike depolymerase	Different	0.06	0.04	0.04	Nterminal sharing	
CONT_014_KL53_PROTEIN_39	LIT_082_KL26KL74_PROTEIN_50	80.0	30	6	0	1	30	1	30	1.25e-09	55.5	521	putative esterase containing tailspike	595	tailspike depolymerase	Different	0.06	0.05	0.05	Nterminal sharing	
CONT_014_KL53_PROTEIN_39	LIT_087_KL82_PROTEIN_45	70.588	34	10	0	4	37	5	38	7.39e-09	52.8	521	putative esterase containing tailspike	638	tailspike depolymerase	Different	0.07	0.05	0.05	Nterminal sharing	
CONT_014_KL53_PROTEIN_39	LIT_085_KL56_PROTEIN_48	70.968	31	9	0	1	31	2	32	1.33e-08	52.0	521	putative esterase containing tailspike	678	tailspike depolymerase	Different	0.06	0.05	0.05	Nterminal sharing	
CONT_014_KL53_PROTEIN_39	REC_018_KL21_PROTEIN_42	66.667	33	11	0	5	37	4	36	5.16e-08	50.1	521	putative esterase containing tailspike	575	tailspike depolymerase	Different	0.06	0.06	0.06	Nterminal sharing	
CONT_014_KL53_PROTEIN_39	REC_030_KL56KN3_PROTEIN_42	64.516	31	11	0	1	31	2	32	2.26e-07	48.1	521	putative esterase containing tailspike	678	tailspike depolymerase	Different	0.06	0.05	0.05	Nterminal sharing	
