query	qLen	target	tLen	qCov	tCov	qstart	qend	tstart	tend	fid_orig	xid	hid	tid	fid	xname	hname	tname	fname	PHROGS1_function	PHROGS2_function	RBP-cluster	RBP-class	TF-class	evalue	bits	domain	Genome_name	Morphology
REC_001_Kn_PROTEIN_557	651	185865	399	0.5	0.92	97	419	5	373	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail spike protein	***  tail fiber protein	RBP118	tailspike depolymerase		0.0001551	156	207.2.1:Pectin lyase-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_557	651	1148136	162	0.26	0.86	9	177	1	140	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  tail spike protein	***  tail fiber protein	RBP118	tailspike depolymerase		0.0006454	119	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_558	702	2409669	376	0.58	1.0	109	514	1	375	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP24	tailspike depolymerase		5.977e-09	315	207.2.1:Pectin lyase-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_558	702	2409668	163	0.26	0.96	517	700	7	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  tail spike protein	RBP24	tailspike depolymerase		6.223e-07	239	10.1.2:Galactose-binding domain-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_560	584	198885	374	0.57	1.0	102	436	2	374	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP8	tailspike depolymerase		1.817e-07	249	207.2.1:Pectin lyase-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_561	779	137980	119	0.15	0.97	657	772	3	117	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail fiber protein	***  tail spike protein	RBP120	tailspike depolymerase with fiber-like elements		2.666e-08	399	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_561	779	198885	374	0.48	0.95	127	501	2	355	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP120	tailspike depolymerase with fiber-like elements		0.0001169	150	207.2.1:Pectin lyase-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_562	888	2701717	393	0.36	0.8	481	796	58	370	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP14	tailspike depolymerase		5.506e-05	161	207.2.1:Pectin lyase-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_563	996	1714446	470	0.59	0.94	229	818	1	440	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  tail spike protein	RBP19	tailspike depolymerase		2.305e-05	112	207.2.1:Pectin lyase-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_564	767	198885	374	0.45	1.0	269	612	2	375	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP23	tailspike depolymerase with fiber-like elements		5.8e-08	275	207.2.1:Pectin lyase-like	REC_001_Kn	Jumbophage
REC_001_Kn_PROTEIN_565	719	1250	137	0.23	1.0	553	719	1	137	10.3.1.5	10	10.3	10.3.1	10.3.1.5	jelly-roll	NO_H_NAME	TNF-like	TNF	***  tail fiber protein	***  unknown function	RBP121	RaK2 gp534-like		6.655e-06	201	10.3.1:TNF-like	REC_001_Kn	Jumbophage
REC_002_KL1_PROTEIN_54	651	2491358	451	0.84	0.97	11	558	4	440	207.2.1.118	207	207.2	207.2.1	207.2.1.118	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP14	tailspike depolymerase		1.067e-05	149	207.2.1:Pectin lyase-like	REC_002_KL1	Podovirus
REC_003_KL1_PROTEIN_51	651	2139005	426	0.4	0.69	235	495	77	372	207.2.1.23	207	207.2	207.2.1	207.2.1.23	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	DUF4990	***  tail fiber protein	***  tail spike protein	RBP14	tailspike depolymerase		0.0002957	155	207.2.1:Pectin lyase-like	REC_003_KL1	Podovirus
REC_004_KL1_PROTEIN_1	648	198885	374	0.73	0.94	81	550	19	370	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP14	tailspike depolymerase		5.439e-05	164	207.2.1:Pectin lyase-like	REC_004_KL1	Podovirus
REC_005_KL1_PROTEIN_48	541	137745	134	0.21	0.94	424	539	2	127	10.3.1.11	10	10.3	10.3.1	10.3.1.11	jelly-roll	NO_H_NAME	TNF-like	Bc2l-C_N	***  tail fiber protein	***  tail spike protein	RBP123	HRP29 tail-like variant 1		8.9e-05	158	10.3.1:TNF-like	REC_005_KL1	Podovirus
REC_005_KL1_PROTEIN_56	651	2491358	451	0.85	0.98	8	558	1	440	207.2.1.118	207	207.2	207.2.1	207.2.1.118	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP14	tailspike depolymerase		3.73e-06	165	207.2.1:Pectin lyase-like	REC_005_KL1	Podovirus
REC_006_KL13KL2_PROTEIN_63	907	2491350	350	0.42	0.93	273	651	3	329	207.2.1.116	207	207.2	207.2.1	207.2.1.116	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP106	tailspike depolymerase		5.635e-06	227	207.2.1:Pectin lyase-like	REC_006_KL13KL2	Siphovirus
REC_007_KL13KL2_PROTEIN_54	577	2409669	376	0.68	0.97	18	411	2	367	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP18	tailspike depolymerase		7.314e-13	511	207.2.1:Pectin lyase-like	REC_007_KL13KL2	Podovirus
REC_007_KL13KL2_PROTEIN_54	577	2409668	163	0.27	0.94	419	574	8	161	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  tail spike protein	RBP18	tailspike depolymerase		2.571e-07	314	10.1.2:Galactose-binding domain-like	REC_007_KL13KL2	Podovirus
REC_008_KL13KL2_PROTEIN_58	577	2409669	376	0.68	0.99	18	411	2	372	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP18	tailspike depolymerase		2.472e-13	544	207.2.1:Pectin lyase-like	REC_008_KL13KL2	Podovirus
REC_008_KL13KL2_PROTEIN_58	577	2409668	163	0.27	0.96	419	576	8	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  tail spike protein	RBP18	tailspike depolymerase		6.946e-08	359	10.1.2:Galactose-binding domain-like	REC_008_KL13KL2	Podovirus
REC_009_KL19_PROTEIN_7	763	2409667	158	0.12	0.53	140	230	75	158	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  tail fiber protein	***  tail spike protein	RBP125	tailspike depolymerase		2.111e-05	251	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_009_KL19	Podovirus
REC_009_KL19_PROTEIN_7	763	184924	437	0.57	0.98	213	648	4	432	207.2.1.27	207	207.2	207.2.1	207.2.1.27	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Pectate_lyase_3	***  tail fiber protein	***  tail spike protein	RBP125	tailspike depolymerase		1.536e-08	212	207.2.1:Pectin lyase-like	REC_009_KL19	Podovirus
REC_010_KL2_PROTEIN_73	668	2409668	163	0.25	0.98	502	668	5	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail spike protein	***  tail fiber protein	RBP18	tailspike depolymerase		1.166e-08	357	10.1.2:Galactose-binding domain-like	REC_010_KL2	Myovirus
REC_010_KL2_PROTEIN_73	668	2409669	376	0.47	0.78	188	500	78	371	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail spike protein	***  tail fiber protein	RBP18	tailspike depolymerase		4.629e-08	341	207.2.1:Pectin lyase-like	REC_010_KL2	Myovirus
REC_011_KL2_PROTEIN_22	907	2491350	350	0.42	0.93	273	651	3	329	207.2.1.116	207	207.2	207.2.1	207.2.1.116	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP106	tailspike depolymerase		5.797e-06	222	207.2.1:Pectin lyase-like	REC_011_KL2	Siphovirus
REC_012_KL2_PROTEIN_32	907	2491358	451	0.5	0.9	200	652	3	407	207.2.1.118	207	207.2	207.2.1	207.2.1.118	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP106	tailspike depolymerase		1.591e-08	276	207.2.1:Pectin lyase-like	REC_012_KL2	Siphovirus
REC_013_KL2_PROTEIN_22	763	2409669	376	0.51	0.99	208	595	1	371	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP18	tailspike depolymerase		6.236e-15	588	207.2.1:Pectin lyase-like	REC_013_KL2	Siphovirus
REC_013_KL2_PROTEIN_22	763	2409668	163	0.21	0.96	603	763	7	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  EPS depolymerase	RBP18	tailspike depolymerase		3.741e-09	384	10.1.2:Galactose-binding domain-like	REC_013_KL2	Siphovirus
REC_014_KL2_PROTEIN_2	907	2409669	376	0.45	0.97	201	612	1	365	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  EPS depolymerase	RBP126	tailspike depolymerase		5.506e-09	262	207.2.1:Pectin lyase-like	REC_014_KL2	Siphovirus
REC_015_KL2_PROTEIN_54	577	2409669	376	0.68	0.98	18	408	2	369	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP18	tailspike depolymerase		4.383e-14	579	207.2.1:Pectin lyase-like	REC_015_KL2	Podovirus
REC_015_KL2_PROTEIN_54	577	2409668	163	0.27	0.96	419	576	8	163	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail fiber protein	***  tail spike protein	RBP18	tailspike depolymerase		1.432e-07	320	10.1.2:Galactose-binding domain-like	REC_015_KL2	Podovirus
REC_017_KL20KL27KL7_PROTEIN_149	440	185943	120	0.24	0.94	336	439	1	113	3386.1.1.4	3386	3386.1	3386.1.1	3386.1.1.4	gp9 C-terminal domain-like	NO_H_NAME	gp9 C-terminal domain-related	T4_gp9_10_C	***  unknown function	-	RBP96	TC14-like long tail fiber in taipeivirus		6.44e-05	163	3386.1.1:gp9 C-terminal domain-related	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_150	1180	1679987	132	0.13	0.93	1024	1179	1	123	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  haemolysin-type calcium binding	***  tail spike protein	RBP129	tailspike depolymerase with fiber-like elements		4.564e-05	230	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_150	1180	2409669	376	0.36	0.94	437	857	1	353	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	***  haemolysin-type calcium binding	***  tail spike protein	RBP129	tailspike depolymerase with fiber-like elements		7.365e-07	210	207.2.1:Pectin lyase-like	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_150	1180	2409667	158	0.14	0.87	347	509	5	142	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  haemolysin-type calcium binding	***  tail spike protein	RBP129	tailspike depolymerase with fiber-like elements		0.0008054	125	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_151	1294	1679987	132	0.13	0.94	1126	1287	1	124	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		6.212e-09	316	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_151	1294	2409669	376	0.34	0.89	199	639	2	334	207.2.1.119	207	207.2	207.2.1	207.2.1.119	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	UNK_F_TYPE	-    tail fiber protein	***  tail spike protein	RBP37	tailspike depolymerase with fiber-like elements		0.0001408	103	207.2.1:Pectin lyase-like	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_152	602	1563551	156	0.13	0.51	16	95	5	84	3856.1.1.1	3856	3856.1	3856.1.1	3856.1.1.1	NO_X_NAME	NO_H_NAME	Putative tailspike protein Orf210 N-terminal domain	EUF07849	***  tail fiber protein	***  tail spike protein	RBP8	tailspike depolymerase		0.0001073	228	3856.1.1:Putative tailspike protein Orf210 N-terminal domain	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_152	602	198885	374	0.54	1.0	115	437	1	373	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP8	tailspike depolymerase		2.349e-06	177	207.2.1:Pectin lyase-like	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_152	602	185943	120	0.21	0.95	478	602	1	114	3386.1.1.4	3386	3386.1	3386.1.1	3386.1.1.4	gp9 C-terminal domain-like	NO_H_NAME	gp9 C-terminal domain-related	T4_gp9_10_C	***  tail fiber protein	***  tail spike protein	RBP8	tailspike depolymerase		0.0004765	96	3386.1.1:gp9 C-terminal domain-related	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_153	723	198885	374	0.64	0.88	148	612	35	362	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP7	tailspike depolymerase		3.958e-05	104	207.2.1:Pectin lyase-like	REC_017_KL20KL27KL7	Myovirus
REC_017_KL20KL27KL7_PROTEIN_19	255	185943	120	0.38	0.88	157	254	8	113	3386.1.1.4	3386	3386.1	3386.1.1	3386.1.1.4	gp9 C-terminal domain-like	NO_H_NAME	gp9 C-terminal domain-related	T4_gp9_10_C	***  unknown function	-	RBP130	TC14-like short tail fiber in taipeivirus		2.014e-07	283	3386.1.1:gp9 C-terminal domain-related	REC_017_KL20KL27KL7	Myovirus
REC_018_KL21_PROTEIN_36	791	2879001	313	0.38	0.78	280	578	8	251	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	8.026e-05	133	5.1.4:7-bladed	REC_018_KL21	Podovirus
REC_018_KL21_PROTEIN_41	817	1395398	463	0.53	0.98	285	716	5	456	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail spike protein	***  tail fiber protein	RBP88	tailspike depolymerase		6.671e-11	358	207.2.1:Pectin lyase-like	REC_018_KL21	Podovirus
REC_018_KL21_PROTEIN_42	575	185865	399	0.55	0.92	28	343	3	368	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail spike protein	***  tail fiber protein	RBP118	tailspike depolymerase		7.725e-05	150	207.2.1:Pectin lyase-like	REC_018_KL21	Podovirus
REC_018_KL21_PROTEIN_42	575	1005477	160	0.21	0.86	366	488	23	160	10.1.2.57	10	10.1	10.1.2	10.1.2.57	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9_like_1	***  tail spike protein	***  tail fiber protein	RBP118	tailspike depolymerase		0.000214	148	10.1.2:Galactose-binding domain-like	REC_018_KL21	Podovirus
REC_019_KL21KL3_PROTEIN_38	791	2879001	313	0.38	0.78	280	578	8	251	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	5.534e-05	134	5.1.4:7-bladed	REC_019_KL21KL3	Podovirus
REC_019_KL21KL3_PROTEIN_43	869	137980	119	0.11	0.97	772	865	1	116	3240.1.1.4	3240	3240.1	3240.1.1	3240.1.1.4	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail spike protein	***  tail fiber protein	RBP131	tailspike depolymerase with fiber-like elements		8.49e-06	271	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_019_KL21KL3	Podovirus
REC_019_KL21KL3_PROTEIN_43	869	185220	373	0.33	0.92	294	577	13	355	207.2.1.27	207	207.2	207.2.1	207.2.1.27	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Pectate_lyase_3	***  tail spike protein	***  tail fiber protein	RBP131	tailspike depolymerase with fiber-like elements		1.761e-06	209	207.2.1:Pectin lyase-like	REC_019_KL21KL3	Podovirus
REC_019_KL21KL3_PROTEIN_44	576	7215	376	0.55	0.94	36	349	21	374	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail spike protein	***  tail fiber protein	RBP118	tailspike depolymerase		7.369e-05	160	207.2.1:Pectin lyase-like	REC_019_KL21KL3	Podovirus
REC_019_KL21KL3_PROTEIN_44	576	399021	149	0.22	0.93	361	487	10	148	10.1.2.16	10	10.1	10.1.2	10.1.2.16	jelly-roll	Concanavalin A-like	Galactose-binding domain-like	CBM_4_9	***  tail spike protein	***  tail fiber protein	RBP118	tailspike depolymerase		0.0003199	147	10.1.2:Galactose-binding domain-like	REC_019_KL21KL3	Podovirus
REC_020_KL23_PROTEIN_45	348	2559738	367	0.83	0.97	60	348	2	357	79.1.1.69	79	79.1	79.1.1	79.1.1.69	NO_X_NAME	NO_H_NAME	Phage tail fiber protein trimerization domain	34_1st	***  tail fiber protein	***  tail fiber protein; Ig-domain containing	RBP32	vequintavirinae-like short tail fiber	TC1	8.126e-10	238	79.1.1:Phage tail fiber protein trimerization domain	REC_020_KL23	Myovirus
REC_020_KL23_PROTEIN_48	275	1679987	132	0.44	0.94	153	273	1	124	3240.1.1	3240	3240.1	3240.1.1	3240.1.1.None	NO_X_NAME	NO_H_NAME	Intramolecular chaperone domain in virus tail spike protein	Peptidase_S74	***  tail spike protein	***  tail fiber protein	RBP31	TC12/TC17-like tail fiber in mydovirus		4.31e-08	250	3240.1.1:Intramolecular chaperone domain in virus tail spike protein	REC_020_KL23	Myovirus
REC_020_KL23_PROTEIN_52	607	184924	437	0.75	1.0	47	499	2	436	207.2.1.27	207	207.2	207.2.1	207.2.1.27	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Pectate_lyase_3	***  tail fiber protein	***  colanic acid degradation	RBP77	tailspike depolymerase		5.137e-05	183	207.2.1:Pectin lyase-like	REC_020_KL23	Myovirus
REC_021_KL23_PROTEIN_59	555	1144443	458	0.69	0.9	28	408	2	415	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	***  tail fiber protein	***  colanic acid degradation	RBP77	tailspike depolymerase		9.475e-07	211	207.2.1:Pectin lyase-like	REC_021_KL23	Podovirus
REC_022_KL30KL69_PROTEIN_37	791	2879001	313	0.38	0.78	280	578	8	251	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	0.0001318	128	5.1.4:7-bladed	REC_022_KL30KL69	Podovirus
REC_022_KL30KL69_PROTEIN_42	792	198885	374	0.41	0.99	294	619	2	373	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  pre-neck appendage protein	RBP132	tailspike depolymerase with fiber-like elements		2.524e-08	282	207.2.1:Pectin lyase-like	REC_022_KL30KL69	Podovirus
REC_022_KL30KL69_PROTEIN_43	685	1395398	463	0.82	0.98	23	584	5	457	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	*    tail spike protein	*    tail fiber protein	RBP98	tailspike depolymerase		1.287e-05	143	207.2.1:Pectin lyase-like	REC_022_KL30KL69	Podovirus
REC_023_KL47_PROTEIN_37	791	2885183	407	0.4	0.9	258	573	38	405	5.1.4.22	5	5.1	5.1.4	5.1.4.22	beta-propeller-like	beta-propeller	7-bladed	Nucleoporin_N	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	1.37e-05	122	5.1.4:7-bladed	REC_023_KL47	Podovirus
REC_023_KL47_PROTEIN_42	802	2491360	416	0.44	0.87	313	668	50	412	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP133	tailspike depolymerase		1.91e-19	720	207.2.1:Pectin lyase-like	REC_023_KL47	Podovirus
REC_023_KL47_PROTEIN_42	802	2491361	131	0.16	0.99	673	799	2	131	5092.1.1.31	5092	5092.1	5092.1.1	5092.1.1.31	NO_X_NAME	NO_H_NAME	Domain in virus attachment proteins	UNK_F_TYPE	***  tail fiber protein	***  tail spike protein	RBP133	tailspike depolymerase		4.61e-07	338	5092.1.1:Domain in virus attachment proteins	REC_023_KL47	Podovirus
REC_023_KL47_PROTEIN_43	641	184984	515	0.5	0.8	268	587	103	514	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	*    tail spike protein	*    tail fiber protein	RBP134	tailspike depolymerase		0.0006703	82	207.2.1:Pectin lyase-like	REC_023_KL47	Podovirus
REC_024_KL47_PROTEIN_38	800	1310586	330	0.36	0.82	271	561	24	293	5.1.4.41	5	5.1	5.1.4	5.1.4.41	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_2	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	7.757e-05	133	5.1.4:7-bladed	REC_024_KL47	Podovirus
REC_024_KL47_PROTEIN_43	793	198885	374	0.5	0.99	297	695	3	374	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP135	tailspike depolymerase		1.145e-09	352	207.2.1:Pectin lyase-like	REC_024_KL47	Podovirus
REC_024_KL47_PROTEIN_44	641	184984	515	0.46	0.77	269	566	104	502	207.2.1.28	207	207.2	207.2.1	207.2.1.28	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_28	*    tail spike protein	*    tail fiber protein	RBP134	tailspike depolymerase		0.0003181	86	207.2.1:Pectin lyase-like	REC_024_KL47	Podovirus
REC_025_KL47_PROTEIN_38	791	2218	342	0.38	0.89	278	580	38	342	5.1.4.328	5	5.1	5.1.4	5.1.4.328	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_11	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	9.855e-06	120	5.1.4:7-bladed	REC_025_KL47	Podovirus
REC_025_KL47_PROTEIN_44	793	198885	374	0.5	0.99	297	695	3	374	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	***  tail fiber protein	***  tail spike protein	RBP135	tailspike depolymerase		5.251e-10	336	207.2.1:Pectin lyase-like	REC_025_KL47	Podovirus
REC_025_KL47_PROTEIN_45	641	2442384	366	0.56	0.92	268	624	26	361	207.2.1.83	207	207.2	207.2.1	207.2.1.83	Single-stranded right-handed beta-helix	NO_H_NAME	Pectin lyase-like	Glyco_hydro_120	*    tail spike protein	*    tail fiber protein	RBP134	tailspike depolymerase		0.0007285	88	207.2.1:Pectin lyase-like	REC_025_KL47	Podovirus
REC_026_KL5KL8_PROTEIN_35	791	2879001	313	0.38	0.78	280	578	8	251	5.1.4.312	5	5.1	5.1.4	5.1.4.312	beta-propeller-like	beta-propeller	7-bladed	ANAPC4_WD40_8	***  tail protein	*    unknown function	RBP1	T7 gp12 nozzle-like	TC2	8.793e-05	124	5.1.4:7-bladed	REC_026_KL5KL8	Podovirus
